"address","property_tax_new","property_tax_old","appraisal_new","assessment_new","appraisal_old","assessment_old"
"21 WESTERFIELD RD",8297.0461,6185.5003,254300,178010,158900,111230
"22 WESTERFIELD RD",9243.2291,6539.735999999999,283300,198310,168000,117599.99999999999
"27 WESTERFIELD RD",9204.0767,6582.555699999999,282100,197470,169100,118369.99999999999
"30 WESTERFIELD RD",10417.801099999999,7154.782599999999,319300,223510,183800,128659.99999999999
"33 WESTERFIELD RD",10518.944800000001,7727.0095,322400,225680,198500,138950
"38 WESTERFIELD RD",9226.9156,7084.713999999999,282800,197960,182000,127399.99999999999
"39 WESTERFIELD RD",14231.8974,9198.4501,436200,305340,236300,165410
"44 WESTERFIELD RD",10770.1727,7762.0437999999995,330100,231069.99999999997,199400,139580
"45 WESTERFIELD RD",8675.5193,6465.774699999999,265900,186130,166100,116269.99999999999
"51 WESTERFIELD RD",9070.306,6668.195099999999,278000,194600,171300,119909.99999999999
"52 WESTERFIELD RD",9801.150800000001,7104.177499999999,300400,210280,182500,127749.99999999999
"57 WESTERFIELD RD",7164.8892000000005,6855.0446999999995,219600,153720,176100,123269.99999999999
"60 WESTERFIELD RD",10039.3279,7302.7052,307700,215390,187600,131320
"65 WESTERFIELD RD",11533.644499999999,9034.956699999999,353500,247449.99999999997,232100,162470
"9 WESTERLY DR",27409.9427,26840.166499999996,840100,588070,689500,482649.99999999994
"10 WESTERLY DR",19768.6993,17902.5273,605900,424130,459900,321930
"26 WESTERLY DR",20626.789399999998,12631.8115,632200,442540,324500,227150
"33 WESTERLY DR",14962.742199999999,12110.189699999999,458600,321020,311100,217770
"52 WESTERLY DR",10218.7764,7976.1422999999995,313200,219240,204900,143430
"65 WESTERLY DR",12411.310800000001,10693.2469,380400,266280,274700,192290
"85 WESTERLY DR",10737.545699999999,7832.1124,329100,230369.99999999997,201200,140840
"5 WESTLAND RD",NA,33087.95,NA,NA,850000,595000
"17 WESTMINSTER ST",9122.509199999999,7185.9241999999995,279600,195720,184600,129219.99999999999
"20 WESTMINSTER ST",9579.287199999999,7400.0227,293600,205520,190100,133070
"21 WESTMINSTER ST",10835.4267,8338.163400000001,332100,232469.99999999997,214200,149940
"24 WESTMINSTER ST",9778.3119,7715.3314,299700,209790,198200,138740
"25 WESTMINSTER ST",11151.908599999997,8209.7043,341800,239259.99999999997,210900,147630
"28 WESTMINSTER ST",10835.4267,8205.8115999999991,332100,232469.99999999997,210800,147560
"29 WESTMINSTER ST",9827.252400000001,7524.589099999999,301200,210840,193300,135310
"34 WESTMINSTER ST",10306.8693,7921.6445,315900,221130,203500,142450
"37 WESTMINSTER ST",9899.0318,7590.765,303400,212380,195000,136500
"38 WESTMINSTER ST",10770.1727,8162.9919,330100,231069.99999999997,209700,146790
"41 WESTMINSTER ST",10701.655999999999,8556.1546,328000,229599.99999999997,219800,153860
"42 WESTMINSTER ST",10016.489,7438.9497,307000,214900,191100,133770
"47 WESTMINSTER ST",10414.538400000001,8057.889,319200,223440,207000,144900
"48 WESTMINSTER ST",10587.4615,8198.0262,324500,227150,210600,147420
"52 WESTMINSTER ST",10936.570399999999,7894.3956,335200,234639.99999999997,202800,141960
"60 WESTMINSTER ST",11249.789599999998,8521.1203,344800,241359.99999999997,218900,153230
"61 WESTMINSTER ST",10861.528299999998,8419.9101,332900,233029.99999999997,216300,151410
"69 WESTMINSTER ST",11403.136499999999,7691.9752,349500,244649.99999999997,197600,138320
"72 WESTMINSTER ST",8587.4264,7174.2460999999985,263200,184240,184300,129009.99999999999
"77 WESTMINSTER ST",11474.915899999998,9778.4624,351700,246189.99999999997,251200,175840
"78 WESTMINSTER ST",10633.1393,8813.0728,325900,228130,226400,158480
"82 WESTMINSTER ST",10998.561699999998,8739.1115,337100,235969.99999999997,224500,157150
"85 WESTMINSTER ST",12326.480599999999,9198.4501,377800,264460,236300,165410
"86 WESTMINSTER ST",10062.1668,8497.7641,308400,215880,218300,152810
"92 WESTMINSTER ST",11461.865099999997,8910.390300000001,351300,245909.99999999997,228900,160230
"93 WESTMINSTER ST",10717.969499999997,8653.472099999999,328500,229949.99999999997,222300,155610
"98 WESTMINSTER ST",9533.609400000001,7423.378900000001,292200,204540,190700,133490
"102 WESTMINSTER ST",9367.2117,7006.859999999999,287100,200970,180000,125999.99999999999
"107 WESTMINSTER ST",11357.4587,8766.3604,348100,243669.99999999997,225200,157640
"108 WESTMINSTER ST",8770.1376,7014.645399999999,268800,188160,180200,126139.99999999999
"112 WESTMINSTER ST",9742.422199999999,7956.6788,298600,209020,204400,143080
"117 WESTMINSTER ST",9624.965,7656.9409000000005,295000,206500,196700,137690
"118 WESTMINSTER ST",8757.086800000001,6882.293599999999,268400,187880,176800,123759.99999999999
"122 WESTMINSTER ST",8646.155,6446.311199999999,265000,185500,165600,115919.99999999999
"123 WESTMINSTER ST",9752.2103,7555.7307,298900,209230,194100,135870
"126 WESTMINSTER ST",8740.7733,6890.078999999999,267900,187530,177000,123899.99999999999
"131 WESTMINSTER ST",10408.013,7458.4132,319000,223300,191600,134120
"132 WESTMINSTER ST",8525.435099999999,7178.138799999999,261300,182910,184400,129079.99999999999
"135 WESTMINSTER ST",8244.8429,6477.452799999999,252700,176890,166400,116479.99999999999
"138 WESTMINSTER ST",9817.464300000001,7357.203,300900,210630,189000,132300
"141 WESTMINSTER ST",9305.2204,7559.6234,285200,199640,194200,135940
"142 WESTMINSTER ST",9520.5586,7415.5935,291800,204260,190500,133350
"145 WESTMINSTER ST",7569.464,6551.414099999999,232000,162400,168300,117809.99999999999
"148 WESTMINSTER ST",8753.8241,6784.976099999999,268300,187810,174300,122009.99999999999
"151 WESTMINSTER ST",10855.002899999998,9856.3164,332700,232889.99999999997,253200,177240
"154 WESTMINSTER ST",11739.194599999997,9498.188,359800,251859.99999999997,244000,170800
"155 WESTMINSTER ST",8962.6369,7765.9365,274700,192290,199500,139650
"161 WESTMINSTER ST",8724.4598,7026.3234999999995,267400,187180,180500,126349.99999999999
"162 WESTMINSTER ST",8616.7907,6792.761499999999,264100,184870,174500,122149.99999999999
"165 WESTMINSTER ST",8868.0186,6820.010399999999,271800,190260,175200,122639.99999999999
"166 WESTMINSTER ST",9233.441,6461.881999999999,283000,198100,166000,116199.99999999999
"171 WESTMINSTER ST",9850.0913,8127.9576,301900,211330,208800,146160
"172 WESTMINSTER ST",11324.831699999999,8591.188900000001,347100,242969.99999999997,220700,154490
"180 WESTMINSTER ST",9846.828599999999,7470.0913,301800,211260,191900,134330
"185 WESTMINSTER ST",10421.0638,8127.9576,319400,223580,208800,146160
"188 WESTMINSTER ST",8427.5541,7213.173099999999,258300,180810,185300,129709.99999999999
"190 WESTMINSTER ST",8721.1971,6683.765899999999,267300,187110,171700,120189.99999999999
"6 WESTVIEW ST",9788.1,7859.3613,300000,210000,201900,141330
"7 WESTVIEW ST",9435.7284,6208.8565,289200,202440,159500,111650
"16 WESTVIEW ST",8339.4612,5959.7237000000005,255600,178920,153100,107170
"17 WESTVIEW ST",8375.3509,5951.9383,256700,179690,152900,107030
"21 WESTVIEW ST",8792.9765,6761.6199,269500,188650,173700,121589.99999999999
"24 WESTVIEW ST",8890.8575,6566.9848999999995,272500,190750,168700,118089.99999999999
"27 WESTVIEW ST",8753.8241,6422.954999999999,268300,187810,165000,115499.99999999999
"33 WESTVIEW ST",8169.8008,5819.5865,250400,175280,149500,104650
"34 WESTVIEW ST",8492.8081,6181.607599999999,260300,182210,158800,111160
"39 WESTVIEW ST",9706.5325,7263.778199999999,297500,208250,186600,130619.99999999999
"40 WESTVIEW ST",8616.7907,6255.5689,264100,184870,160700,112490
"45 WESTVIEW ST",9735.8968,6890.078999999999,298400,208880,177000,123899.99999999999
"46 WESTVIEW ST",8476.4946,6384.027999999999,259800,181860,164000,114799.99999999999
"51 WESTVIEW ST",8545.0113,6317.8521,261900,183330,162300,113610
"52 WESTVIEW ST",8779.9257,6232.2127,269100,188370,160100,112070
"57 WESTVIEW ST",8375.3509,6298.388599999999,256700,179690,161800,113260
"58 WESTVIEW ST",9266.068,6897.8643999999995,284000,198800,177200,124039.99999999999
"61 WESTVIEW ST",8016.4538999999995,6025.8996,245700,171990,154800,108360
"69 WESTVIEW ST",8199.1651,6173.8222000000005,251300,175910,158600,111020
"70 WESTVIEW ST",9399.838699999998,6084.290099999999,288100,201670,156300,109410
"15 WEYBOSSET ST",9298.695,7108.070199999999,285000,199500,182600,127819.99999999999
"16 WEYBOSSET ST",8959.374199999998,6551.414099999999,274600,192220,168300,117809.99999999999
"19 WEYBOSSET ST",8483.02,7664.7263,260000,182000,196900,137830
"22 WEYBOSSET ST",8972.425,6718.8002,275000,192500,172600,120819.99999999999
"26 WEYBOSSET ST",9005.052,6812.2249999999995,276000,193200,175000,122499.99999999999
"27 WEYBOSSET ST",8525.435099999999,6940.684099999999,261300,182910,178300,124809.99999999999
"33 WEYBOSSET ST",7801.1157,5780.6595,239100,167370,148500,103950
"34 WEYBOSSET ST",10205.7256,7808.7562,312800,218960,200600,140420
"39 WEYBOSSET ST",8248.105599999999,6278.9250999999995,252800,176960,161300,112910
"40 WEYBOSSET ST",7699.972,5663.8785,236000,165200,145500,101850
"45 WEYBOSSET ST",9171.4497,6726.5855999999985,281100,196770,172800,120959.99999999999
"46 WEYBOSSET ST",8101.2841,6018.1142,248300,173810,154600,108220
"50 WEYBOSSET ST",7915.3102,5846.8354,242600,169820,150200,105140
"51 WEYBOSSET ST",7928.361,6010.3288,243000,170100,154400,108080
"54 WEYBOSSET ST",8039.2928,6103.7536,246400,172480,156800,109760
"55 WEYBOSSET ST",7925.0983,6111.539,242900,170030,157000,109900
"60 WEYBOSSET ST",8923.4845,6893.971699999999,273500,191450,177100,123969.99999999999
"61 WEYBOSSET ST",7575.9894,5480.9216,232200,162540,140800,98560
"65 WEYBOSSET ST",10300.3439,6893.971699999999,315700,220990,177100,123969.99999999999
"66 WEYBOSSET ST",8127.3857,6041.4704,249100,174370,155200,108640
"30 WHEELER ST",7722.8108999999995,6243.8908,236700,165690,160400,112280
"34 WHEELER ST",9543.3975,7041.894299999999,292500,204750,180900,126629.99999999999
"4 WHITE DR",10019.751699999999,7711.438700000001,307100,214970,198100,138670
"12 WHITE DR",9060.5179,6726.5855999999985,277700,194390,172800,120959.99999999999
"17 WHITE DR",11644.576299999999,8906.497599999999,356900,249829.99999999997,228800,160160
"20 WHITE DR",9053.9925,6197.178400000001,277500,194250,159200,111440
"25 WHITE DR",10052.3787,8330.378,308100,215670,214000,149800
"33 WHITE DR",8479.757300000001,6263.3543,259900,181930,160900,112630
"41 WHITE DR",9060.5179,6769.4052999999985,277700,194390,173900,121729.99999999999
"48 WHITE DR",9461.83,7703.6533,290000,203000,197900,138530
"49 WHITE DR",7960.988,5827.3719,244000,170800,149700,104790
"57 WHITE DR",11961.0582,9443.6902,366600,256619.99999999997,242600,169820
"60 WHITE DR",11742.457299999998,9085.561800000001,359900,251929.99999999997,233400,163380
"67 WHITE DR",9928.3961,7972.249599999999,304300,213010,204800,143360
"77 WHITE DR",11350.933299999999,7933.3225999999995,347900,243529.99999999997,203800,142660
"82 WHITE DR",10593.9869,8166.884599999999,324700,227290,209800,146860
"87 WHITE DR",10851.740199999998,8303.1291,332600,232819.99999999997,213300,149310
"97 WHITE DR",11608.686599999997,8996.0297,355800,249059.99999999997,231100,161770
"107 WHITE DR",9925.1334,7287.134399999999,304200,212940,187200,131039.99999999999
"117 WHITE DR",11220.425299999999,8614.5451,343900,240729.99999999997,221300,154910
"126 WHITE DR",13125.8421,9564.3639,402300,281610,245700,171990
"127 WHITE DR",13948.0425,11024.126400000001,427500,299250,283200,198240
"137 WHITE DR",11197.586399999998,8914.283,343200,240239.99999999997,229000,160300
"147 WHITE DR",10257.928800000002,7217.0657999999985,314400,220080,185400,129779.99999999999
"150 WHITE DR",12988.8087,7197.602299999999,398100,278670,184900,129429.99999999999
"157 WHITE DR",10293.8185,8279.7729,315500,220850,212700,148890
"160 WHITE DR",11337.882499999998,8688.5064,347500,243249.99999999997,223200,156240
"167 WHITE DR",9445.5165,7407.808099999999,289500,202650,190300,133210
"170 WHITE DR",9053.9925,6788.868799999999,277500,194250,174400,122079.99999999999
"175 WHITE DR",9830.5151,7664.7263,301300,210910,196900,137830
"180 WHITE DR",12231.8623,10782.779,374900,262430,277000,193900
"183 WHITE DR",9112.721099999999,6855.0446999999995,279300,195510,176100,123269.99999999999
"19 WHITING ST",7788.064899999999,5543.2047999999995,238700,167090,142400,99680
"23 WHITING ST",8300.3088,5772.8741,254400,178080,148300,103810
"27 WHITING ST",9781.5746,6975.7184,299800,209860,179200,125439.99999999999
"31 WHITING ST",7758.700599999999,6002.5434000000005,237800,166460,154200,107940
"32 WHITING ST",8509.1216,6675.980499999999,260800,182560,171500,120049.99999999999
"35 WHITING ST",7223.6178,5671.6639000000005,221400,154980,145700,101990
"39 WHITING ST",8270.9445,6243.8908,253500,177450,160400,112280
"40 WHITING ST",12659.276,9381.407,388000,271600,241000,168700
"43 WHITING ST",9102.933,6520.272499999999,279000,195300,167500,117249.99999999999
"44 WHITING ST",8068.657099999999,6103.7536,247300,173110,156800,109760
"46 WHITING ST",11057.290299999999,7886.6102,338900,237229.99999999997,202600,141820
"50 WHITING ST",10166.573199999999,7053.572399999999,311600,218120,181200,126839.99999999999
"51 WHITING ST",14137.2791,16146.9196,433300,303310,414800,290360
"54 WHITING ST",8270.9445,5866.298900000001,253500,177450,150700,105490
"55 WHITING ST",10124.158099999999,6535.843299999999,310300,217210,167900,117529.99999999999
"56 WHITING ST",9484.6689,7228.7438999999995,290700,203490,185700,129989.99999999999
"58 WHITING ST",11135.595099999999,8120.1722,341300,238909.99999999997,208600,146020
"59 WHITING ST",11148.645899999998,9031.064,341700,239189.99999999997,232000,162400
"63 WHITING ST",9438.9911,6897.8643999999995,289300,202510,177200,124039.99999999999
"64 WHITING ST",7357.3885,5259.0377,225500,157850,135100,94570
"68 WHITING ST",7318.2361,5652.200400000001,224300,157010,145200,101640
"69 WHITING ST",7879.4205,6150.466,241500,169050,158000,110600
"821 WHITNEY AVE",313.2192,6602.019199999999,9600,6720,169600,118719.99999999999
"827 WHITNEY AVE",13112.7913,6602.019199999999,401900,281330,169600,118719.99999999999
"840 WHITNEY AVE",NA,6602.019199999999,NA,NA,169600,118719.99999999999
"841 WHITNEY AVE",19439.1666,6602.019199999999,595800,417060,169600,118719.99999999999
"845 WHITNEY AVE",16026.3824,6602.019199999999,491200,343840,169600,118719.99999999999
"849 WHITNEY AVE",15158.5042,6602.019199999999,464600,325220,169600,118719.99999999999
"853 WHITNEY AVE",13298.7652,6602.019199999999,407600,285320,169600,118719.99999999999
"857 WHITNEY AVE",10153.5224,6602.019199999999,311200,217840,169600,118719.99999999999
"865 WHITNEY AVE",7272.5583,6602.019199999999,222900,156030,169600,118719.99999999999
"900 WHITNEY AVE",NA,6602.019199999999,NA,NA,169600,118719.99999999999
"903 WHITNEY AVE",27746.0008,6602.019199999999,850400,595280,169600,118719.99999999999
"905 WHITNEY AVE",7990.3523,6602.019199999999,244900,171430,169600,118719.99999999999
"915 WHITNEY AVE",17204.2171,6602.019199999999,527300,369110,169600,118719.99999999999
"920 WHITNEY AVE",7817.4292000000005,6602.019199999999,239600,167720,169600,118719.99999999999
"920 WHITNEY AVE",9328.0593,6602.019199999999,285900,200130,169600,118719.99999999999
"940 WHITNEY AVE",4460.110900000001,6602.019199999999,136700,95690,169600,118719.99999999999
"940 WHITNEY AVE",14616.896,6602.019199999999,448000,313600,169600,118719.99999999999
"945 WHITNEY AVE",NA,6602.019199999999,NA,NA,169600,118719.99999999999
"955 WHITNEY AVE",NA,6602.019199999999,NA,NA,169600,118719.99999999999
"976 WHITNEY AVE",3301.8523999999998,6602.019199999999,101200,70840,169600,118719.99999999999
"1000 WHITNEY AVE",17820.8674,6602.019199999999,546200,382340,169600,118719.99999999999
"1050 WHITNEY AVE",NA,6602.019199999999,NA,NA,169600,118719.99999999999
"1056 WHITNEY AVE",31181.6239,6602.019199999999,955700,668990,169600,118719.99999999999
"1066 WHITNEY AVE",23778.557599999996,6602.019199999999,728800,510159.99999999994,169600,118719.99999999999
"1070 WHITNEY AVE",21706.743099999996,6602.019199999999,665300,465709.99999999994,169600,118719.99999999999
"1074 WHITNEY AVE",17008.455100000003,6602.019199999999,521300,364910,169600,118719.99999999999
"1078 WHITNEY AVE",16036.1705,6602.019199999999,491500,344050,169600,118719.99999999999
"1082 WHITNEY AVE",15967.653799999998,6602.019199999999,489400,342580,169600,118719.99999999999
"1085 WHITNEY AVE",NA,6602.019199999999,NA,NA,169600,118719.99999999999
"1086 WHITNEY AVE",9598.8634,6602.019199999999,294200,205940,169600,118719.99999999999
"1108 WHITNEY AVE",NA,6602.019199999999,NA,NA,169600,118719.99999999999
"1111 WHITNEY AVE",5001.719099999999,6602.019199999999,153300,107310,169600,118719.99999999999
"1140 WHITNEY AVE",12039.362999999998,6602.019199999999,369000,258299.99999999997,169600,118719.99999999999
"1144 WHITNEY AVE",11024.663299999998,6602.019199999999,337900,236529.99999999997,169600,118719.99999999999
"1148 WHITNEY AVE",12897.453099999999,6602.019199999999,395300,276710,169600,118719.99999999999
"1160 WHITNEY AVE",NA,6602.019199999999,NA,NA,169600,118719.99999999999
"1170 WHITNEY AVE",18603.915399999998,6602.019199999999,570200,399140,169600,118719.99999999999
"1174 WHITNEY AVE",5644.470999999999,6602.019199999999,173000,121099.99999999999,169600,118719.99999999999
"1181 WHITNEY AVE",NA,6602.019199999999,NA,NA,169600,118719.99999999999
"1182 WHITNEY AVE",11549.957999999999,6602.019199999999,354000,247799.99999999997,169600,118719.99999999999
"1188 WHITNEY AVE",16590.8295,6602.019199999999,508500,355950,169600,118719.99999999999
"1199 WHITNEY AVE",NA,6602.019199999999,NA,NA,169600,118719.99999999999
"1217 WHITNEY AVE",NA,6602.019199999999,NA,NA,169600,118719.99999999999
"1226 WHITNEY AVE",28682.3957,6602.019199999999,879100,615370,169600,118719.99999999999
"1227 WHITNEY AVE",12336.268699999999,6602.019199999999,378100,264670,169600,118719.99999999999
"1231 WHITNEY AVE",15494.5623,6602.019199999999,474900,332430,169600,118719.99999999999
"1236 WHITNEY AVE",2512.279,6602.019199999999,77000,53900,169600,118719.99999999999
"1242 WHITNEY AVE",16457.0588,6602.019199999999,504400,353080,169600,118719.99999999999
