PER,JNL,SRC,EFF_DATE,REFERENCE,BEG_BALANCE,DEBITS,CREDITS,NET_CHANGE,END_BALANCE
9,166,PRJ,03/21/24, RUN: 0 WARRANT: 032124,,40.28,0,22612.42,
9,248,PRJ,03/28/24, RUN: 0 WARRANT: 032824,,761.92,0,23374.34,
10,5,PRJ,04/04/24, RUN: 0 WARRANT: 040424,,560.42,0,23934.76,
10,39,PRJ,04/11/24, RUN: 0 WARRANT: 041124,,939.03,0,24873.79,
10,78,PRJ,04/18/24, RUN: 0 WARRANT: 041824,,42.56,0,24916.35,
10,116,PRJ,04/25/24, RUN: 0 WARRANT: 042524,,1004.61,0,25920.96,
11,2,PRJ,05/02/24, RUN: 0 WARRANT: 050224,,1139.36,0,27060.32,
11,21,PRJ,05/08/24, RUN: 1 WARRANT: 050824,,2925.61,0,29985.93,
11,110,PRJ,05/23/24, RUN: 0 WARRANT: 052324,,1393.35,0,31379.28,
11,217,PRJ,05/30/24, RUN: 0 WARRANT: 053024,,379.32,0,31758.60,
12,6,PRJ,06/06/24, RUN: 0 WARRANT: 060624,,20.04,0,31778.64,
12,44,PRJ,06/13/24, RUN: 0 WARRANT: 061324,,449.34,0,32227.98,
12,112,PRJ,06/20/24, RUN: 0 WARRANT: 062024,,951.65,0,33179.63,
12,180,PRJ,06/27/24, RUN: 0 WARRANT: 062724,,856.29,0,34035.92,
,12501-0130,,,,0,34035.92,0,34035.92,34035.92
001 -52-25-001-0131 -,,,,,,,,,
SHIFT DIFFERENTIAL,,,12501,.00,,,,,
1,8,PRJ,07/06/23, RUN: 0 WARRANT: 070623,,5889.69,0,5889.69,
2,3,PRJ,08/03/23, RUN: 0 WARRANT: 080323,,5889.69,0,11779.38,
3,4,PRJ,09/07/23, RUN: 0 WARRANT: 090723,,5889.69,0,17669.07,
4,5,PRJ,10/05/23, RUN: 0 WARRANT: 100523,,6206.34,0,23875.41,
5,2,PRJ,11/02/23, RUN: 0 WARRANT: 110223,,6143.01,0,30018.42,
6,24,PRJ,12/07/23, RUN: 0 WARRANT: 120723,,6143.01,0,36161.43,
7,2,PRJ,01/04/24, RUN: 0 WARRANT: 010424,,6143.01,0,42304.44,
8,2,PRJ,02/01/24, RUN: 0 WARRANT: 020124,,6143.01,0,48447.45,
9,16,PRJ,03/07/24, RUN: 0 WARRANT: 030724,,6206.34,0,54653.79,
10,5,PRJ,04/04/24, RUN: 0 WARRANT: 040424,,6206.34,0,60860.13,
11,2,PRJ,05/02/24, RUN: 0 WARRANT: 050224,,6206.34,0,67066.47,
12,6,PRJ,06/06/24, RUN: 0 WARRANT: 060624,,6143.01,0,73209.48,
,12501-0131,,,,0,73209.48,0,73209.48,73209.48
001 -52-25-001-0133 -,,,,,,,,,
ACTING DIFFERENTIAL,,,12501,.00,,,,,
1,8,PRJ,07/06/23, RUN: 0 WARRANT: 070623,,203.50,0,203.50,
1,43,PRJ,07/13/23, RUN: 0 WARRANT: 071323,,21.90,0,225.40,
1,114,PRJ,07/20/23, RUN: 0 WARRANT: 072023,,37.20,0,262.60,
1,216,PRJ,07/27/23, RUN: 0 WARRANT: 072723,,21.90,0,284.50,
2,3,PRJ,08/03/23, RUN: 0 WARRANT: 080323,,83.22,0,367.72,
2,56,PRJ,08/10/23, RUN: 0 WARRANT: 081023,,230.58,0,598.30,
2,87,PRJ,08/17/23, RUN: 0 WARRANT: 081723,,73.44,0,671.74,
2,168,PRJ,08/24/23, RUN: 0 WARRANT: 082423,,132.54,0,804.28,
2,201,PRJ,08/31/23, RUN: 0 WARRANT: 083123,,142.32,0,946.60,
3,4,PRJ,09/07/23, RUN: 0 WARRANT: 090723,,132.06,0,1078.66,
3,48,PRJ,09/14/23, RUN: 0 WARRANT: 091423,,159.81,0,1238.47,
3,120,PRJ,09/21/23, RUN: 0 WARRANT: 092123,,215.28,0,1453.75,
3,207,PRJ,09/28/23, RUN: 0 WARRANT: 092823,,74.46,0,1528.21,
4,5,PRJ,10/05/23, RUN: 0 WARRANT: 100523,,409.58,0,1937.79,
4,58,PRJ,10/12/23, RUN: 0 WARRANT: 101223,,74.40,0,2012.19,
4,130,PRJ,10/19/23, RUN: 0 WARRANT: 101923,,69.62,0,2081.81,
4,205,PRJ,10/26/23, RUN: 0 WARRANT: 102623,,114.70,0,2196.51,
5,2,PRJ,11/02/23, RUN: 0 WARRANT: 110223,,74.46,0,2270.97,
5,11,PRJ,11/09/23, RUN: 0 WARRANT: 110923,,61.32,0,2332.29,
5,92,PRJ,11/22/23, RUN: 0 WARRANT: 112223,,43.80,0,2376.09,
5,143,PRJ,11/30/23, RUN: 0 WARRANT: 113023,,52.56,0,2428.65,
6,24,PRJ,12/07/23, RUN: 0 WARRANT: 120723,,78.84,0,2507.49,
6,105,PRJ,12/14/23, RUN: 0 WARRANT: 121423,,59.10,0,2566.59,
6,163,PRJ,12/21/23, RUN: 0 WARRANT: 122123,,67.38,0,2633.97,
6,194,PRJ,12/28/23, RUN: 0 WARRANT: 122823,,37.20,0,2671.17,
7,2,PRJ,01/04/24, RUN: 0 WARRANT: 010424,,126.00,0,2797.17,
7,45,PRJ,01/11/24, RUN: 0 WARRANT: 011124,,126.96,0,2924.13,
7,96,PRJ,01/18/24, RUN: 0 WARRANT: 011824,,164.16,0,3088.29,
7,166,PRJ,01/25/24, RUN: 0 WARRANT: 012524,,30.66,0,3118.95,
8,2,PRJ,02/01/24, RUN: 0 WARRANT: 020124,,21.90,0,3140.85,
8,17,PRJ,02/08/24, RUN: 0 WARRANT: 020824,,111.60,0,3252.45,
8,47,PRJ,02/15/24, RUN: 0 WARRANT: 021524,,180.16,0,3432.61,
8,100,PRJ,02/22/24, RUN: 0 WARRANT: 022224,,52.56,0,3485.17,
9,16,PRJ,03/07/24, RUN: 0 WARRANT: 030724,,21.90,0,3507.07,
9,87,PRJ,03/14/24, RUN: 0 WARRANT: 031424,,59.10,0,3566.17,
9,166,PRJ,03/21/24, RUN: 0 WARRANT: 032124,,201.36,0,3767.53,
9,248,PRJ,03/28/24, RUN: 0 WARRANT: 032824,,139.95,0,3907.48,
10,5,PRJ,04/04/24, RUN: 0 WARRANT: 040424,,23.06,0,3930.54,
10,39,PRJ,04/11/24, RUN: 0 WARRANT: 041124,,23.06,0,3953.60,
10,78,PRJ,04/18/24, RUN: 0 WARRANT: 041824,,23.06,0,3976.66,
10,116,PRJ,04/25/24, RUN: 0 WARRANT: 042524,,324.05,0,4300.71,
11,2,PRJ,05/02/24, RUN: 0 WARRANT: 050224,,180.93,0,4481.64,
11,21,PRJ,05/08/24, RUN: 1 WARRANT: 050824,,1945.11,0,6426.75,
11,29,PRJ,05/09/24, RUN: 0 WARRANT: 050924,,39.14,0,6465.89,
11,82,PRJ,05/16/24, RUN: 0 WARRANT: 051624,,32.28,0,6498.17,
11,217,PRJ,05/30/24, RUN: 0 WARRANT: 053024,,185.30,0,6683.47,
12,6,PRJ,06/06/24, RUN: 0 WARRANT: 060624,,206.47,0,6889.94,
12,44,PRJ,06/13/24, RUN: 0 WARRANT: 061324,,185.30,0,7075.24,
12,112,PRJ,06/20/24, RUN: 0 WARRANT: 062024,,32.28,0,7107.52,
12,180,PRJ,06/27/24, RUN: 0 WARRANT: 062724,,516.37,0,7623.89,
,12501-0133,,,,0,7623.89,0,7623.89,7623.89
001 -52-25-001-0135 -,,,,,,,,,
PARAMEDIC/EMS DIFF.,,,12501,.00,,,,,
1,8,PRJ,07/06/23, RUN: 0 WARRANT: 070623,,243.47,0,243.47,
4,5,PRJ,10/05/23, RUN: 0 WARRANT: 100523,,904.30,0,1147.77,
7,2,PRJ,01/04/24, RUN: 0 WARRANT: 010424,,155.00,0,1302.77,
11,21,PRJ,05/08/24, RUN: 1 WARRANT: 050824,,10779.62,0,12082.39,
11,110,PRJ,05/23/24, RUN: 0 WARRANT: 052324,,3457.80,0,15540.19,
12,180,PRJ,06/27/24, RUN: 0 WARRANT: 062724,,398805.22,0,414345.41,
,12501-0135,,,,0,414345.41,0,414345.41,414345.41
001 -52-25-001-0136 -,,,,,,,,,
SUBSTITUTES/STRAIGHT TIME,,,12501,.00,,,,,
1,8,PRJ,07/06/23, RUN: 0 WARRANT: 070623,,57420.16,0,57420.16,
1,43,PRJ,07/13/23, RUN: 0 WARRANT: 071323,,51932.41,0,109352.57,
1,114,PRJ,07/20/23, RUN: 0 WARRANT: 072023,,62011.67,0,171364.24,
1,216,PRJ,07/27/23, RUN: 0 WARRANT: 072723,,59022.05,0,230386.29,
2,3,PRJ,08/03/23, RUN: 0 WARRANT: 080323,,58574.64,0,288960.93,
2,56,PRJ,08/10/23, RUN: 0 WARRANT: 081023,,54335.90,0,343296.83,
2,87,PRJ,08/17/23, RUN: 0 WARRANT: 081723,,56008.65,0,399305.48,
2,168,PRJ,08/24/23, RUN: 0 WARRANT: 082423,,55699.59,0,455005.07,
2,201,PRJ,08/31/23, RUN: 0 WARRANT: 083123,,57859.98,0,512865.05,
3,4,PRJ,09/07/23, RUN: 0 WARRANT: 090723,,56258.19,0,569123.24,
3,48,PRJ,09/14/23, RUN: 0 WARRANT: 091423,,52405.44,0,621528.68,
3,120,PRJ,09/21/23, RUN: 0 WARRANT: 092123,,52057.31,0,673585.99,
3,207,PRJ,09/28/23, RUN: 0 WARRANT: 092823,,54753.26,0,728339.25,
4,5,PRJ,10/05/23, RUN: 0 WARRANT: 100523,,50664.39,0,779003.64,
4,58,PRJ,10/12/23, RUN: 0 WARRANT: 101223,,34352.92,0,813356.56,
4,130,PRJ,10/19/23, RUN: 0 WARRANT: 101923,,33451.84,0,846808.40,
4,205,PRJ,10/26/23, RUN: 0 WARRANT: 102623,,29955.90,0,876764.30,
5,2,PRJ,11/02/23, RUN: 0 WARRANT: 110223,,35393.77,0,912158.07,
5,11,PRJ,11/09/23, RUN: 0 WARRANT: 110923,,50623.34,0,962781.41,
5,28,PRJ,11/16/23, RUN: 0 WARRANT: 111623,,37568.46,0,1000349.87,
5,92,PRJ,11/22/23, RUN: 0 WARRANT: 112223,,36545.99,0,1036895.86,
5,143,PRJ,11/30/23, RUN: 0 WARRANT: 113023,,42478.75,0,1079374.61,
6,24,PRJ,12/07/23, RUN: 0 WARRANT: 120723,,33824.15,0,1113198.76,
6,105,PRJ,12/14/23, RUN: 0 WARRANT: 121423,,34379.50,0,1147578.26,
6,163,PRJ,12/21/23, RUN: 0 WARRANT: 122123,,41148.38,0,1188726.64,
6,194,PRJ,12/28/23, RUN: 0 WARRANT: 122823,,33222.55,0,1221949.19,
7,2,PRJ,01/04/24, RUN: 0 WARRANT: 010424,,27973.78,0,1249922.97,
7,45,PRJ,01/11/24, RUN: 0 WARRANT: 011124,,24467.23,0,1274390.20,
7,96,PRJ,01/18/24, RUN: 0 WARRANT: 011824,,29901.39,0,1304291.59,
7,166,PRJ,01/25/24, RUN: 0 WARRANT: 012524,,21529.78,0,1325821.37,
8,2,PRJ,02/01/24, RUN: 0 WARRANT: 020124,,35108.38,0,1360929.75,
8,17,PRJ,02/08/24, RUN: 0 WARRANT: 020824,,26596.39,0,1387526.14,
8,47,PRJ,02/15/24, RUN: 0 WARRANT: 021524,,26370.87,0,1413897.01,
8,100,PRJ,02/22/24, RUN: 0 WARRANT: 022224,,29017.16,0,1442914.17,
8,154,PRJ,02/29/24, RUN: 0 WARRANT: 022924,,30816.93,0,1473731.10,
9,16,PRJ,03/07/24, RUN: 0 WARRANT: 030724,,38986.74,0,1512717.84,
9,87,PRJ,03/14/24, RUN: 0 WARRANT: 031424,,29028.60,0,1541746.44,
9,166,PRJ,03/21/24, RUN: 0 WARRANT: 032124,,24232.85,0,1565979.29,
9,248,PRJ,03/28/24, RUN: 0 WARRANT: 032824,,20388.39,0,1586367.68,
10,5,PRJ,04/04/24, RUN: 0 WARRANT: 040424,,24192.54,0,1610560.22,
10,39,PRJ,04/11/24, RUN: 0 WARRANT: 041124,,19180.59,0,1629740.81,
10,78,PRJ,04/18/24, RUN: 0 WARRANT: 041824,,35687.60,0,1665428.41,
10,116,PRJ,04/25/24, RUN: 0 WARRANT: 042524,,32214.74,0,1697643.15,
11,2,PRJ,05/02/24, RUN: 0 WARRANT: 050224,,26759.31,0,1724402.46,
11,21,PRJ,05/08/24, RUN: 1 WARRANT: 050824,,152775.83,0,1877178.29,
11,29,PRJ,05/09/24, RUN: 0 WARRANT: 050924,,28647.88,0,1905826.17,
11,82,PRJ,05/16/24, RUN: 0 WARRANT: 051624,,26031.92,0,1931858.09,
11,110,PRJ,05/23/24, RUN: 0 WARRANT: 052324,,32065.80,0,1963923.89,
11,217,PRJ,05/30/24, RUN: 0 WARRANT: 053024,,33272.66,0,1997196.55,
12,6,PRJ,06/06/24, RUN: 0 WARRANT: 060624,,35037.18,0,2032233.73,
12,44,PRJ,06/13/24, RUN: 0 WARRANT: 061324,,34976.23,0,2067209.96,
12,112,PRJ,06/20/24, RUN: 0 WARRANT: 062024,,40187.15,0,2107397.11,
12,180,PRJ,06/27/24, RUN: 0 WARRANT: 062724,,51973.39,0,2159370.50,
,12501-0136,,,,0,2159370.50,0,2159370.50,2159370.5
001 -52-25-001-0138 -,,,,,,,,,
FLSA OVERTIME,,,12501,.00,,,,,
1,8,PRJ,07/06/23, RUN: 0 WARRANT: 070623,,22140.73,0,22140.73,
1,114,PRJ,07/20/23, RUN: 0 WARRANT: 072023,,355.25,0,22495.98,
1,216,PRJ,07/27/23, RUN: 0 WARRANT: 072723,,31528.76,0,54024.74,
2,168,PRJ,08/24/23, RUN: 0 WARRANT: 082423,,36974.91,0,90999.65,
3,48,PRJ,09/14/23, RUN: 0 WARRANT: 091423,,38281.54,0,129281.19,
4,5,PRJ,10/05/23, RUN: 0 WARRANT: 100523,,28475.99,0,157757.18,
5,2,PRJ,11/02/23, RUN: 0 WARRANT: 110223,,17143.07,0,174900.25,
5,92,PRJ,11/22/23, RUN: 0 WARRANT: 112223,,23287.46,0,198187.71,
6,163,PRJ,12/21/23, RUN: 0 WARRANT: 122123,,24646.04,0,222833.75,
7,45,PRJ,01/11/24, RUN: 0 WARRANT: 011124,,16401.37,0,239235.12,
8,17,PRJ,02/08/24, RUN: 0 WARRANT: 020824,,10456.19,0,249691.31,
8,154,PRJ,02/29/24, RUN: 0 WARRANT: 022924,,12309.56,0,262000.87,
9,166,PRJ,03/21/24, RUN: 0 WARRANT: 032124,,11303.47,0,273304.34,
10,78,PRJ,04/18/24, RUN: 0 WARRANT: 041824,,4199.41,0,277503.75,
11,21,PRJ,05/08/24, RUN: 1 WARRANT: 050824,,26692.28,0,304196.03,
11,29,PRJ,05/09/24, RUN: 0 WARRANT: 050924,,13899.48,0,318095.51,
12,6,PRJ,06/06/24, RUN: 0 WARRANT: 060624,,8850.88,0,326946.39,
12,180,PRJ,06/27/24, RUN: 0 WARRANT: 062724,,17200.86,0,344147.25,
,12501-0138,,,,0,344147.25,0,344147.25,344147.25
001 -52-25-001-0140 -,,,,,,,,,
LONGEVITY,,,12501,.00,,,,,
1,43,PRJ,07/13/23, RUN: 0 WARRANT: 071323,,2244.28,0,2244.28,
1,114,PRJ,07/20/23, RUN: 0 WARRANT: 072023,,1795.71,0,4039.99,
2,3,PRJ,08/03/23, RUN: 0 WARRANT: 080323,,3715.01,0,7755.00,
2,56,PRJ,08/10/23, RUN: 0 WARRANT: 081023,,3756.21,0,11511.21,
2,87,PRJ,08/17/23, RUN: 0 WARRANT: 081723,,1347.14,0,12858.35,
2,168,PRJ,08/24/23, RUN: 0 WARRANT: 082423,,4045.81,0,16904.16,
2,201,PRJ,08/31/23, RUN: 0 WARRANT: 083123,,250.00,0,17154.16,
3,48,PRJ,09/14/23, RUN: 0 WARRANT: 091423,,29200.68,0,46354.84,
3,120,PRJ,09/21/23, RUN: 0 WARRANT: 092123,,11628.56,0,57983.40,
4,5,PRJ,10/05/23, RUN: 0 WARRANT: 100523,,299.16,0,58282.56,
4,58,PRJ,10/12/23, RUN: 0 WARRANT: 101223,,6282.84,0,64565.40,
4,205,PRJ,10/26/23, RUN: 0 WARRANT: 102623,,3591.42,0,68156.82,
5,28,PRJ,11/16/23, RUN: 0 WARRANT: 111623,,1991.06,0,70147.88,
5,92,PRJ,11/22/23, RUN: 0 WARRANT: 112223,,2409.07,0,72556.95,
6,105,PRJ,12/14/23, RUN: 0 WARRANT: 121423,,4604.01,0,77160.96,
7,45,PRJ,01/11/24, RUN: 0 WARRANT: 011124,,1795.71,0,78956.67,
7,96,PRJ,01/18/24, RUN: 0 WARRANT: 011824,,4336.14,0,83292.81,
8,2,PRJ,02/01/24, RUN: 0 WARRANT: 020124,,11061.21,0,94354.02,
8,47,PRJ,02/15/24, RUN: 0 WARRANT: 021524,,3715.01,0,98069.03,
8,100,PRJ,02/22/24, RUN: 0 WARRANT: 022224,,4336.14,0,102405.17,
9,16,PRJ,03/07/24, RUN: 0 WARRANT: 030724,,57509.30,0,159914.47,
9,87,PRJ,03/14/24, RUN: 0 WARRANT: 031424,,14404.63,0,174319.10,
9,166,PRJ,03/21/24, RUN: 0 WARRANT: 032124,,12988.82,0,187307.92,
10,78,PRJ,04/18/24, RUN: 0 WARRANT: 041824,,4389.76,0,191697.68,
11,21,PRJ,05/08/24, RUN: 1 WARRANT: 050824,,12721.22,0,204418.90,
11,29,PRJ,05/09/24, RUN: 0 WARRANT: 050924,,3552.74,0,207971.64,
12,112,PRJ,06/20/24, RUN: 0 WARRANT: 062024,,3215.03,0,211186.67,
,12501-0140,,,,0,211186.67,0,211186.67,211186.67
001 -52-25-001-0150 -,,,,,,,,,
HOLIDAY PAY,,,12501,.00,,,,,
1,43,PRJ,07/13/23, RUN: 0 WARRANT: 071323,,63070.40,0,63070.40,
3,48,PRJ,09/14/23, RUN: 0 WARRANT: 091423,,61421.32,0,124491.72,
4,130,PRJ,10/19/23, RUN: 0 WARRANT: 101923,,59166.78,0,183658.50,
5,92,PRJ,11/22/23, RUN: 0 WARRANT: 112223,,66960.84,0,250619.34,
6,24,PRJ,12/07/23, RUN: 0 WARRANT: 120723,,63224.20,0,313843.54,
7,2,PRJ,01/04/24, RUN: 0 WARRANT: 010424,,68308.87,0,382152.41,
7,45,PRJ,01/11/24, RUN: 0 WARRANT: 011124,,62070.34,0,444222.75,
7,166,PRJ,01/25/24, RUN: 0 WARRANT: 012524,,58895.98,0,503118.73,
8,100,PRJ,02/22/24, RUN: 0 WARRANT: 022224,,62048.57,0,565167.30,
8,154,PRJ,02/29/24, RUN: 0 WARRANT: 022924,,61789.67,0,626956.97,
10,39,PRJ,04/11/24, RUN: 0 WARRANT: 041124,,129003.81,0,755960.78,
11,21,PRJ,05/08/24, RUN: 1 WARRANT: 050824,,59412.86,0,815373.64,
12,6,PRJ,06/06/24, RUN: 0 WARRANT: 060624,,62831.89,0,878205.53,
12,180,PRJ,06/27/24, RUN: 0 WARRANT: 062724,,66380.57,0,944586.10,
,12501-0150,,,,0,944586.10,0,944586.10,944586.1
001 -52-25-001-0160 -,,,,,,,,,
STAND-BY,,,12501,.00,,,,,
1,8,PRJ,07/06/23, RUN: 0 WARRANT: 070623,,60.00,0,60.00,
1,43,PRJ,07/13/23, RUN: 0 WARRANT: 071323,,60.00,0,120.00,
1,114,PRJ,07/20/23, RUN: 0 WARRANT: 072023,,60.00,0,180.00,
1,216,PRJ,07/27/23, RUN: 0 WARRANT: 072723,,60.00,0,240.00,
2,3,PRJ,08/03/23, RUN: 0 WARRANT: 080323,,60.00,0,300.00,
2,56,PRJ,08/10/23, RUN: 0 WARRANT: 081023,,60.00,0,360.00,
2,87,PRJ,08/17/23, RUN: 0 WARRANT: 081723,,60.00,0,420.00,
2,168,PRJ,08/24/23, RUN: 0 WARRANT: 082423,,60.00,0,480.00,
2,201,PRJ,08/31/23, RUN: 0 WARRANT: 083123,,60.00,0,540.00,
3,48,PRJ,09/14/23, RUN: 0 WARRANT: 091423,,60.00,0,600.00,
3,207,PRJ,09/28/23, RUN: 0 WARRANT: 092823,,60.00,0,660.00,
4,5,PRJ,10/05/23, RUN: 0 WARRANT: 100523,,60.00,0,720.00,
4,58,PRJ,10/12/23, RUN: 0 WARRANT: 101223,,60.00,0,780.00,
4,130,PRJ,10/19/23, RUN: 0 WARRANT: 101923,,60.00,0,840.00,
4,205,PRJ,10/26/23, RUN: 0 WARRANT: 102623,,60.00,0,900.00,
5,2,PRJ,11/02/23, RUN: 0 WARRANT: 110223,,60.00,0,960.00,
5,11,PRJ,11/09/23, RUN: 0 WARRANT: 110923,,60.00,0,1020.00,
5,28,PRJ,11/16/23, RUN: 0 WARRANT: 111623,,60.00,0,1080.00,
5,92,PRJ,11/22/23, RUN: 0 WARRANT: 112223,,60.00,0,1140.00,
5,143,PRJ,11/30/23, RUN: 0 WARRANT: 113023,,60.00,0,1200.00,
6,24,PRJ,12/07/23, RUN: 0 WARRANT: 120723,,60.00,0,1260.00,
6,105,PRJ,12/14/23, RUN: 0 WARRANT: 121423,,60.00,0,1320.00,
6,163,PRJ,12/21/23, RUN: 0 WARRANT: 122123,,60.00,0,1380.00,
6,194,PRJ,12/28/23, RUN: 0 WARRANT: 122823,,60.00,0,1440.00,
7,2,PRJ,01/04/24, RUN: 0 WARRANT: 010424,,60.00,0,1500.00,
7,45,PRJ,01/11/24, RUN: 0 WARRANT: 011124,,60.00,0,1560.00,
7,96,PRJ,01/18/24, RUN: 0 WARRANT: 011824,,60.00,0,1620.00,
7,166,PRJ,01/25/24, RUN: 0 WARRANT: 012524,,60.00,0,1680.00,
8,17,PRJ,02/08/24, RUN: 0 WARRANT: 020824,,60.00,0,1740.00,
8,47,PRJ,02/15/24, RUN: 0 WARRANT: 021524,,60.00,0,1800.00,
8,100,PRJ,02/22/24, RUN: 0 WARRANT: 022224,,60.00,0,1860.00,
8,154,PRJ,02/29/24, RUN: 0 WARRANT: 022924,,60.00,0,1920.00,
9,16,PRJ,03/07/24, RUN: 0 WARRANT: 030724,,60.00,0,1980.00,
9,87,PRJ,03/14/24, RUN: 0 WARRANT: 031424,,60.00,0,2040.00,
9,166,PRJ,03/21/24, RUN: 0 WARRANT: 032124,,60.00,0,2100.00,
9,248,PRJ,03/28/24, RUN: 0 WARRANT: 032824,,60.00,0,2160.00,
10,5,PRJ,04/04/24, RUN: 0 WARRANT: 040424,,60.00,0,2220.00,
10,39,PRJ,04/11/24, RUN: 0 WARRANT: 041124,,60.00,0,2280.00,
10,78,PRJ,04/18/24, RUN: 0 WARRANT: 041824,,60.00,0,2340.00,
10,116,PRJ,04/25/24, RUN: 0 WARRANT: 042524,,60.00,0,2400.00,
11,2,PRJ,05/02/24, RUN: 0 WARRANT: 050224,,60.00,0,2460.00,
11,29,PRJ,05/09/24, RUN: 0 WARRANT: 050924,,60.00,0,2520.00,
11,82,PRJ,05/16/24, RUN: 0 WARRANT: 051624,,60.00,0,2580.00,
11,110,PRJ,05/23/24, RUN: 0 WARRANT: 052324,,60.00,0,2640.00,
11,217,PRJ,05/30/24, RUN: 0 WARRANT: 053024,,60.00,0,2700.00,
12,6,PRJ,06/06/24, RUN: 0 WARRANT: 060624,,60.00,0,2760.00,
12,44,PRJ,06/13/24, RUN: 0 WARRANT: 061324,,60.00,0,2820.00,
12,112,PRJ,06/20/24, RUN: 0 WARRANT: 062024,,60.00,0,2880.00,
12,180,PRJ,06/27/24, RUN: 0 WARRANT: 062724,,60.00,0,2940.00,
,12501-0160,,,,0,2940.00,0,2940.00,2940
001 -52-25-001-0175 -,,,,,,,,,
EDUCATION INCENTIVE,,,12501,.00,,,,,
1,43,PRJ,07/13/23, RUN: 0 WARRANT: 071323,,8400.00,0,8400.00,
,12501-0175,,,,0,8400.00,0,8400.00,8400
001 -52-25-001-0240 -,,,,,,,,,
PHYSICAL EXAMS-OSHA,,,12501,.00,,,,,
4,143,API,10/13/23, 042606 114522 YALE-NEW HAVEN/,,478.00,0,478.00,
6,269,API,12/28/23, 042606 116467 YALE-NEW HAVEN/,,336.00,0,814.00,
7,240,API,01/22/24, 042606 116886 YALE-NEW HAVEN/,,224.00,0,1038.00,
12,361,API,06/30/24, 042606 121141 YALE-NEW HAVEN/,,26.00,0,1064.00,
12,435,API,06/30/24, 042606 121467 YALE-NEW HAVEN/,,3702.00,0,4766.00,
12,435,API,06/30/24, 042606 121471 YALE-NEW HAVEN/,,9211.00,0,13977.00,
12,435,API,06/30/24, 042606 121649 YALE-NEW HAVEN/,,37.00,0,14014.00,
12,521,API,06/30/24, 042606 122820 YALE-NEW HAVEN/,,168.00,0,14182.00,
12,541,API,06/30/24, 042606 123498 YALE-NEW HAVEN/,,1760.00,0,15942.00,
,12501-0240,,,,0,15942.00,0,15942.00,15942
001 -52-25-001-0541 -,,,,,,,,,
DUES/SUBSCRIPTIONS,,,12501,.00,,,,,
2,118,API,08/11/23, 007835 112961 CONNECTICUT CAR,,250.00,0,250.00,
2,118,API,08/11/23, 007835 112962 CONNECTICUT CAR,,100.00,0,350.00,
3,219,API,09/26/23, 034487 114006 NATIONAL FIRE P,,175.00,0,525.00,
4,58,PRJ,10/12/23, RUN: 0 WARRANT: 101223,,103.00,0,628.00,
7,45,PRJ,01/11/24, RUN: 0 WARRANT: 011124,,40.00,0,668.00,
8,54,API,02/09/24, 008149 117473 CONNECTICUT CHA,,100.00,0,768.00,
10,48,API,04/03/24, 010405 118772 CFDIA,,40.00,0,808.00,
10,48,API,04/03/24, 034487 118797 NATIONAL FIRE P,,175.00,0,983.00,
,12501-0541,,,,0,983.00,0,983.00,983
001 -52-25-001-0545 -,,,,,,,,,
MED-COM,,,12501,.00,,,,,
7,344,API,01/29/24, 019182 117092 MEDCOM INC,,46977.33,0,46977.33,
,12501-0545,,,,0,46977.33,0,46977.33,46977.33
001 -52-25-001-0612T -,,,,,,,,,
DEI RECRUITMENT AND TRAINING,,,12501,.00,,,,,
3,120,PRJ,09/21/23, RUN: 0 WARRANT: 092123,,34.98,0,34.98,
3,190,API,09/14/23, 041954 113724 ROLLINS PRINTIN,,79.00,0,113.98,
7,2,PRJ,01/04/24, RUN: 0 WARRANT: 010424,,75.00,0,188.98,
11,186,API,05/17/24, 035303 120042 NEW HAVEN SPONS,,2994.00,0,3182.98,
,,,12501-0612T,.00 3182.98 .00 3182.98 3182.98,,,,,
001 -52-25-001-0672 -,,,,,,,,,
UNIFORM PURCHASE ALLOW.,,,12501,.00,,,,,
3,278,API,09/27/23, 019763 114053 SMART CRAIG,,70.00,0,70.00,
3,278,API,09/27/23, 025643 114084 HOME DEPOT,,420.78,0,490.78,
4,213,API,10/20/23, 029277 114621 HI TECH FIRE,,1044.47,0,1535.25,
4,346,API,10/31/23, 029277 114885 HI TECH FIRE,,1290.60,0,2825.85,
5,164,API,11/28/23, 011363 115719 WITMER PUBLIC S,,1073.90,0,3899.75,
10,259,API,04/19/24, 020671 119499 SECURITY,,714.00,0,4613.75,
10,259,API,04/19/24, 011363 119500 WITMER PUBLIC S,,166.77,0,4780.52,
11,186,API,05/17/24, 080926 119960 HORWITZ UNIFORM,,754.00,0,5534.52,
11,186,API,05/17/24, 080926 119961 HORWITZ UNIFORM,,926.00,0,6460.52,
12,50,API,06/06/24, 080926 120507 HORWITZ UNIFORM,,80.00,0,6540.52,
12,149,API,06/13/24, 029277 120542 HI TECH FIRE,,129.76,0,6670.28,
12,482,API,06/30/24, 020671 122254 SECURITY,,525.00,0,7195.28,
12,508,API,06/30/24, 011363 122638 WITMER PUBLIC S,,422.62,0,7617.90,
12,521,API,06/30/24, 020671 122816 SECURITY,,435.00,0,8052.90,
12,521,API,06/30/24, 017818 122819 FAIRFIELD UNIFO,,24996.00,0,33048.90,
12,521,API,06/30/24, 080926 123035 HORWITZ UNIFORM,,13766.00,0,46814.90,
12,541,API,06/30/24, 017818 123527 FAIRFIELD UNIFO,,26154.00,0,72968.90,
