address,appraisal,sale_date,sale_price,use_code,use_description,zone,neighborhood,acres,land_value,style,model,grade,hist_land_value,hist_total_value,street_url,status
233 WOODIN ST ,305100,11/16/1999,0,1010,Single Fam M01,R4,50,0.19,64000,Cape Cod,Residential,C,40800,189500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
235 WOODIN ST ,260100,11/15/2021,0,1010,Single Fam M01,R4,50,0.2,64700,Cape Cod,Residential,C,41200,166600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
238 WOODIN ST ,260100,08/29/2017,158000,1010,Single Fam M01,R4,50,0.17,62500,Colonial,Residential,C,39800,165900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
244 WOODIN ST ,243800,04/09/2014,125000,1010,Single Fam M01,R4,50,0.17,62500,Cape Cod,Residential,C,39800,158600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
252 WOODIN ST ,250300,05/30/2023,268000,1010,Single Fam M01,R4,50,0.17,62500,Cape Cod,Residential,C,39800,160600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
255 WOODIN ST ,371700,11/01/2013,215000,1040,Two Family M01,R4,50,0.4,74300,Multi Family,Residential,C,47300,231300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
258 WOODIN ST ,240300,01/20/2023,220500,1010,Single Fam M01,R4,50,0.24,67700,Ranch,Residential,C,43100,153000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
265 WOODIN ST ,283300,12/01/2015,170000,1010,Single Fam M01,R4,50,0.2,64700,Cape Cod,Residential,C,41200,185100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
270 WOODIN ST ,573200,10/15/2021,514500,3030,MIXED USE M94,R4,50,0.42,75100,Office/Apt Com,Comm/Ind,NA,47800,318600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
275 WOODIN ST ,64800,01/02/2018,156000,1060,Outbulding M00,R4,50,0.21,55700,Outbuildings,       ,       ,35500,42300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
276 WOODIN ST ,297800,02/14/2017,0,1010,Single Fam M01,R4,50,0.22,66200,Cape Cod,Residential,C,42200,193600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
279 WOODIN ST ,255000,01/02/2018,156000,1010,Single Fam M01,R4,50,0.18,63300,Bungalow,Residential,C,40300,147900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
280 WOODIN ST ,293900,08/22/2002,140000,1010,Single Fam M01,R4,50,0.24,67700,Cape Cod,Residential,C,43100,179800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
286 WOODIN ST ,242300,10/26/2004,168000,1010,Single Fam M01,R4,50,0.2,64700,Cape Cod,Residential,C,41200,156500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
291 WOODIN ST ,265600,06/16/1998,109500,1010,Single Fam M01,R4,50,0.25,68400,Cape Cod,Residential,C,43600,175000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
292 WOODIN ST ,227200,06/25/2007,186250,1010,Single Fam M01,R4,50,0.17,62500,Cape Cod,Residential,C,39800,150300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
298 WOODIN ST ,282300,08/13/2004,140000,1010,Single Fam M01,R4,50,0.17,62500,Cape Cod,Residential,C,39800,188600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
304 WOODIN ST ,277400,04/16/2018,178000,1010,Single Fam M01,R4,50,0.17,62500,Cape Cod,Residential,C,39800,180500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
305 WOODIN ST ,238500,05/06/2014,115000,1010,Single Fam M01,R4,50,0.23,67000,Ranch,Residential,C,47400,156500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
310 WOODIN ST ,242200,03/27/2017,169000,1010,Single Fam M01,R4,50,0.2,64700,Cape Cod,Residential,C,41200,159000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
311 WOODIN ST ,242800,04/05/1994,0,1010,Single Fam M01,R4,50,0.2,64700,Cape Cod,Residential,C,41200,159700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
315 WOODIN ST ,232300,08/16/2023,230000,1010,Single Fam M01,R4,50,0.16,61800,Bungalow,Residential,C,39400,126400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
319 WOODIN ST ,215400,11/17/2000,109500,1010,Single Fam M01,R4,50,0.16,61800,Bungalow,Residential,C,39400,128000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
325 WOODIN ST ,6000,11/17/2000,109500,1320,Vacant Unb M00,R4,50,0.14,6000,Vacant Land,       ,       ,3800,3800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
334 WOODIN ST ,291200,12/28/2017,0,1010,Single Fam M01,R4,70,0.17,79900,Ranch,Residential,C,44200,147600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
340 WOODIN ST ,297700,10/15/2008,230000,1010,Single Fam M01,R4,70,0.17,79900,Cape Cod,Residential,C,44200,196100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
346 WOODIN ST ,246700,10/02/2020,180000,1010,Single Fam M01,R4,70,0.17,79900,Cape Cod,Residential,C,44200,152200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
349 WOODIN ST ,299700,01/15/2016,0,1010,Single Fam M01,R4,70,0.2,82700,Cape Cod,Residential,C,45800,184800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
352 WOODIN ST ,256700,08/28/1996,85000,1010,Single Fam M01,R4,70,0.17,79900,Cape Cod,Residential,C,44200,161700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
355 WOODIN ST ,260800,09/02/2005,215000,1010,Single Fam M01,R4,70,0.2,82700,Cape Cod,Residential,C,45800,153200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
358 WOODIN ST ,274300,04/01/2016,169500,1010,Single Fam M01,R4,70,0.17,79900,Cape Cod,Residential,C,44200,150300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
363 WOODIN ST ,228200,05/19/1989,0,1010,Single Fam M01,R4,70,0.2,82700,Cape Cod,Residential,C,45800,156600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
364 WOODIN ST ,257600,11/16/2004,150000,1010,Single Fam M01,R4,70,0.17,79900,Cape Cod,Residential,C,44200,154100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
369 WOODIN ST ,272500,08/07/1998,97000,1010,Single Fam M01,R4,70,0.2,82700,Cape Cod,Residential,C,45800,166300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
370 WOODIN ST ,246800,11/01/2005,210000,1010,Single Fam M01,R4,70,0.17,79900,Cape Cod,Residential,C,44200,162200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
375 WOODIN ST ,264500,10/29/1999,92000,1010,Single Fam M01,R4,70,0.2,82700,Cape Cod,Residential,C,45800,159400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
376 WOODIN ST ,246700,09/28/2020,195000,1010,Single Fam M01,R4,70,0.17,79900,Cape Cod,Residential,C,44200,155800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
382 WOODIN ST ,263300,12/30/2020,172000,1010,Single Fam M01,R4,70,0.17,79900,Cape Cod,Residential,C,44200,154800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
385 WOODIN ST ,258200,09/13/2006,0,1010,Single Fam M01,R4,70,0.15,78000,Cape Cod,Residential,C,43200,173100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
388 WOODIN ST ,250100,12/17/2003,0,1010,Single Fam M01,R4,70,0.19,81800,Cape Cod,Residential,C,45300,153600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
397 WOODIN ST ,296600,04/21/2021,230000,1010,Single Fam M01,R4,70,0.14,76500,Cape Cod,Residential,C,42400,182700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
400 WOODIN ST ,251700,01/23/2006,0,1010,Single Fam M01,R4,70,0.17,79900,Cape Cod,Residential,C,44200,155400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
407 WOODIN ST ,282500,10/29/2018,1,1010,Single Fam M01,R4,70,0.22,84600,Cape Cod,Residential,C,46900,167300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
420 WOODIN ST ,275800,09/25/2020,190000,1010,Single Fam M01,R4,70,0.18,80800,Cape Cod,Residential,C,44800,172000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
428 WOODIN ST ,267900,12/30/2015,140000,1010,Single Fam M01,R4,70,0.19,81800,Cape Cod,Residential,C,45300,165100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
429 WOODIN ST ,331300,06/26/2024,402000,1010,Single Fam M01,R4,70,0.18,80800,Cape Cod,Residential,C,44800,161800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
434 WOODIN ST ,300300,08/06/2019,172000,1010,Single Fam M01,R4,70,0.16,78900,Cape Cod,Residential,C,43700,176900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
435 WOODIN ST ,224500,02/22/1994,81150,1010,Single Fam M01,R4,70,0.14,76500,Cape Cod,Residential,C,42400,152600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
442 WOODIN ST ,268100,12/22/2000,102000,1010,Single Fam M01,R4,70,0.16,78900,Cape Cod,Residential,C,43700,167100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
445 WOODIN ST ,361000,07/16/2019,0,1010,Single Fam M01,R4,70,0.51,100200,Old Style,Residential,C,55500,232400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
448 WOODIN ST ,284200,12/23/2021,250400,1010,Single Fam M01,R4,70,0.16,78900,Cape Cod,Residential,C,43700,166900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
453 WOODIN ST ,276400,08/19/2021,255000,1010,Single Fam M01,R4,70,0.17,79900,Cape Cod,Residential,C,44200,175900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
454 WOODIN ST ,244500,03/04/2024,0,1010,Single Fam M01,R4,70,0.16,78900,Cape Cod,Residential,C,43700,163400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
460 WOODIN ST ,289100,10/16/2020,211000,1010,Single Fam M01,R4,70,0.16,78900,Cape Cod,Residential,C,43700,195900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
472 WOODIN ST ,288300,06/09/2021,0,1010,Single Fam M01,R4,70,0.16,78900,Cape Cod,Residential,C,43700,176400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
475 WOODIN ST ,279900,09/25/2020,0,1010,Single Fam M01,R4,70,0.29,89500,Old Style,Residential,C,49500,163000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
478 WOODIN ST ,333600,04/30/2024,0,1010,Single Fam M01,R4,70,0.16,78900,Cape Cod,Residential,C,43700,197200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
486 WOODIN ST ,335700,05/30/2024,337000,1010,Single Fam M01,R4,70,0.16,78900,Cape Cod,Residential,C,43700,172300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
487 WOODIN ST ,255300,01/21/2010,0,1010,Single Fam M01,R4,70,0.17,79900,Cape Cod,Residential,C,44200,165100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
492 WOODIN ST ,270500,11/21/1994,82500,1010,Single Fam M01,R4,70,0.18,80800,Cape Cod,Residential,C,44800,163900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
495 WOODIN ST ,237000,06/24/2024,260000,1010,Single Fam M01,R4,70,0.36,92900,Bungalow,Residential,C,51500,126200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
504 WOODIN ST ,256600,01/05/1979,0,1010,Single Fam M01,R4,70,0.15,78000,Cape Cod,Residential,C,43200,158400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
509 WOODIN ST ,249400,10/16/1995,0,1010,Single Fam M01,R4,70,0.23,85600,Ranch,Residential,C,47400,149900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
510 WOODIN ST ,281800,11/16/1984,0,1010,Single Fam M01,R4,70,0.17,79900,Cape Cod,Residential,C,44200,170600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
511 WOODIN ST ,262800,09/04/2007,0,1010,Single Fam M01,R4,70,0.23,85600,Ranch,Residential,C,47400,163700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
516 WOODIN ST ,5900,01/16/1953,0,903V,MUNICIPAL  MDL-00,R4,70,0.01,5900,Vacant Land,       ,       ,3200,3200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
518 WOODIN ST ,304000,01/22/2025,0,1010,Single Fam M01,R4,70,0.27,88500,Cape Cod,Residential,C,49000,180400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
519 WOODIN ST ,269200,12/12/1995,0,1010,Single Fam M01,R4,70,0.22,84600,Cape Cod,Residential,C,46900,149500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
537 WOODIN ST ,260700,09/26/2017,145000,1010,Single Fam M01,R4,70,0.13,75100,Cape Cod,Residential,C,41600,169000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
545 WOODIN ST ,270600,06/05/2012,112000,1010,Single Fam M01,R4,70,0.16,78900,Cape Cod,Residential,C,43700,166100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
551 WOODIN ST ,271300,01/30/2023,224900,1010,Single Fam M01,R4,70,0.16,78900,Ranch,Residential,C,43700,162900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
559 WOODIN ST ,260700,08/30/2017,155900,1010,Single Fam M01,R4,70,0.16,78900,Ranch,Residential,C,43700,168300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
565 WOODIN ST ,262800,11/07/2014,1,1010,Single Fam M01,R4,70,0.16,78900,Ranch,Residential,C,43700,153400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
571 WOODIN ST ,267900,02/18/2016,154000,1010,Single Fam M01,R4,70,0.16,78900,Ranch,Residential,C,43700,163300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
577 WOODIN ST ,289700,02/01/2023,265000,1010,Single Fam M01,R4,70,0.18,80800,Cape Cod,Residential,C,44800,173500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
585 WOODIN ST ,238400,04/04/2021,0,1010,Single Fam M01,R4,70,0.16,78900,Ranch,Residential,C,43700,144400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
605 WOODIN ST ,284900,06/28/2016,125000,1010,Single Fam M01,R4,70,0.24,86500,Ranch,Residential,C,47900,166800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
645 WOODIN ST ,352900,06/14/2017,170000,1010,Single Fam M01,R4,70,0.26,88000,Old Style,Residential,C +,48700,218100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
683 WOODIN ST ,342000,06/22/2021,288400,1010,Single Fam M01,R4,70,0.47,98400,Cape Cod,Residential,C,54500,221400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
690 WOODIN ST ,299200,10/25/2016,183500,1010,Single Fam M01,R4,70,0.2,82700,Ranch,Residential,C,45800,184200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
699 WOODIN ST ,394300,09/23/2010,127539,1010,Single Fam M01,R4,70,1.43,118500,Cape Cod,Residential,C,67200,236500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
704 WOODIN ST ,268500,06/22/1995,93000,1010,Single Fam M01,R4,70,0.3,90000,Ranch,Residential,C,49800,169900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
711 WOODIN ST ,334900,02/01/2024,0,1010,Single Fam M01,R4,70,0.57,101800,Ranch,Residential,C,56400,206200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
712 WOODIN ST ,292900,04/26/2021,0,1010,Single Fam M01,R4,70,0.8,108100,Ranch,Residential,C,59900,186400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
721 WOODIN ST ,348000,10/22/2021,0,1010,Single Fam M01,R4,70,2.84,144000,Ranch,Residential,C,89300,231100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
735 WOODIN ST ,390200,02/03/2006,340000,1010,Single Fam M01,R4,70,1.67,106100,Raised Ranch,Residential,C,60000,246000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
745 WOODIN ST ,374400,04/06/2023,0,1010,Single Fam M01,R4,70,1.69,115800,Raised Ranch,Residential,C,66700,232300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
758 WOODIN ST ,428500,03/17/2022,320000,1010,Single Fam M01,R4,70,1.5,119400,Cape Cod,Residential,C +,67900,273000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
761 WOODIN ST ,288200,07/12/2021,209000,1010,Single Fam M01,R4,70,0.41,95400,Ranch,Residential,C,52900,170900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
762 WOODIN ST ,375600,07/15/2003,145000,1010,Single Fam M01,R2,70,0.92,111400,Ranch,Residential,C,61700,239400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
772 WOODIN ST ,403400,12/13/2001,227000,1010,Single Fam M01,R2,70,3.35,140600,Raised Ranch,Residential,C,86400,266000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
784 WOODIN ST ,342000,08/05/2003,0,1010,Single Fam M01,R2,70,1.66,121200,Ranch,Residential,C,69500,214600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
796 WOODIN ST ,NA,11/24/2014,135000,1010,Single Fam M01,R2,70,6.81,158000,Cape Cod,Residential,C,103400,590400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
801 WOODIN ST ,547700,05/05/1992,42500,9050,PVT GROUP HOME,R4,70,1.27,111000,Ranch,Residential,C +,62500,332300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
805 WOODIN ST ,335900,09/09/2014,90000,1010,Single Fam M01,R4,70,1.23,110500,Raised Ranch,Residential,C,62100,206600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
809 WOODIN ST ,318700,08/06/2003,165000,1010,Single Fam M01,R4,70,0.55,96200,Ranch,Residential,C,53300,194300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
845 WOODIN ST ,461700,05/28/2008,325000,1010,Single Fam M01,R2,75,1.34,104500,Raised Ranch,Residential,B -,73100,311400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
847 WOODIN ST ,502300,01/16/2007,450000,1010,Single Fam M01,R2,75,2.31,113300,Colonial,Residential,B -,82700,367200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
850 WOODIN ST ,277500,12/04/2020,67500,1010,Single Fam M01,R2,75,1.98,114000,Ranch,Residential,C,83500,189100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
855 WOODIN ST ,342500,04/19/2017,223000,1010,Single Fam M01,R2,75,1.3,106500,Cape Cod,Residential,C,75300,237300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
870 WOODIN ST ,305900,02/26/2025,0,1010,Single Fam M01,R2,75,0.58,97700,Ranch,Residential,C,67900,201000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
875 WOODIN ST ,331100,10/24/2024,314000,1010,Single Fam M01,R2,75,1.76,117000,Ranch,Residential,C,84600,250800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODIN%20ST,success
8 WOODLAND AVE ,284900,11/30/2021,255000,1010,Single Fam M01,R4,65,0.14,76500,Colonial,Residential,C,42400,173600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODLAND%20AVE,success
12 WOODLAND AVE ,279500,11/13/2018,165000,1010,Single Fam M01,R4,65,0.19,81800,Old Style,Residential,C,45300,174700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODLAND%20AVE,success
20 WOODLAND AVE ,282000,10/29/2020,227000,1010,Single Fam M01,R4,65,0.18,80800,Old Style,Residential,C,44800,208700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODLAND%20AVE,success
24 WOODLAND AVE ,330400,01/29/2009,0,1010,Single Fam M01,R4,65,0.3,90000,Colonial,Residential,C,49800,218700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODLAND%20AVE,success
32 WOODLAND AVE ,278300,07/26/2001,96667,1010,Single Fam M01,R4,65,0.17,79900,Old Style,Residential,C,44200,173900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODLAND%20AVE,success
40 WOODLAND AVE ,260200,11/09/2016,0,1010,Single Fam M01,R4,65,0.17,79900,Cape Cod,Residential,C,44200,171200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODLAND%20AVE,success
22 WOODLAWN ST ,425300,06/03/2011,330000,1010,Single Fam M01,R4,35,0.28,205000,Colonial,Residential,C +,118200,282100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODLAWN%20ST,success
24 WOODLAWN ST ,485500,03/25/2019,161500,1010,Single Fam M01,R4,35,0.19,188500,Old Style,Residential,C +,108700,237400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODLAWN%20ST,success
25 WOODLAWN ST ,590700,08/10/2012,350000,1010,Single Fam M01,R4,35,0.6,236600,Colonial,Residential,B -,136500,395500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODLAWN%20ST,success
30 WOODLAWN ST ,439500,06/28/2021,360000,1010,Single Fam M01,R4,35,0.19,188500,Colonial,Residential,C,108700,266400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODLAWN%20ST,success
34 WOODLAWN ST ,430300,09/30/2014,310000,1010,Single Fam M01,R4,35,0.19,188500,Colonial,Residential,C,108700,272900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODLAWN%20ST,success
37 WOODLAWN ST ,509800,03/27/1991,175000,1010,Single Fam M01,R4,35,0.25,201500,Colonial,Residential,B -,116300,326500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODLAWN%20ST,success
38 WOODLAWN ST ,434400,11/15/2010,0,1010,Single Fam M01,R4,35,0.19,188500,Colonial,Residential,C +,108700,280300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODLAWN%20ST,success
42 WOODLAWN ST ,460700,12/12/2011,385000,1010,Single Fam M01,R4,35,0.19,188500,Colonial,Residential,C +,108700,299900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODLAWN%20ST,success
43 WOODLAWN ST ,509800,06/14/2010,456100,1010,Single Fam M01,R4,35,0.23,197200,Colonial,Residential,B -,113700,357700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODLAWN%20ST,success
47 WOODLAWN ST ,440300,03/23/2010,0,1010,Single Fam M01,R4,35,0.27,203800,Colonial,Residential,C +,117600,275000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODLAWN%20ST,success
48 WOODLAWN ST ,461200,06/20/2003,340000,1010,Single Fam M01,R4,35,0.2,190600,Colonial,Residential,C +,110000,300200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODLAWN%20ST,success
54 WOODLAWN ST ,409300,06/30/2008,335000,1010,Single Fam M01,R4,35,0.2,190600,Colonial,Residential,C +,110000,260500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=WOODLAWN%20ST,success
